brandName,productName,categoryType,bodyParts,productFunction,babyProduct,eczemaProduct,country,productIngredient,productURL
SAFI,Youth Gold Lifting Hydrating Gel Cleanser 100g,cleanser,"face, eye","cleansing, moisturizing, nourishing, brightening, anti-aging, acne treatment, soothing, protecting, repairing, firming",No,No,,"Water,Ammonium Lauryl Sulfate,Sodium Cocoyl Alaninate,Cocamidopropyl Betaine,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Butylene Glycol,PEG-8,Lactic Acid,Sodium Hydroxide,Tocopheryl Acetate,Sorbitol,Propanediol,1,2-Hexanediol,Caprylyl Glycol,Xanthan Gum,Acetyl Heptapeptide-9,Colloidal Gold,Ascorbic Acid,Glutathione,Fragrance,Methylchloroisothiazolinone,Methylisothiazolinone,Phenoxyethanol.",https://www.watsons.com.my/safi-youth-gold-lifting-hydrating-gel-cleanser-100g/p/BP_1000707
CHANDO,Pink Diamond Amino Acid Cleansing Gel 150G,cleanser,face,"cleansing, moisturizing, nourishing, brightening, repairing",No,No,,"WATER, TEA-COCOYL GLUTAMATE,GLYCERIN, COCAMIDOPROPYL BETAINE, DECYL GLUCOSIDE, POTASSIUM COCOYL GLYCINATE, SODIUM POLYACRYLATE STARCH, POTASSIUM HYDROXIDE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, POTASSIUM COCOATE, PHENOXYETHANOL, HYDROXYACETOPHENONE, PARFUM, SODIUM METHYL COCOYL TAURATE, SODIUM BENZOATE, GLYCOL DISTEARATE, SODIUM LAURETH SULFATE, SODIUM METABISULFITE, DISODIUM EDTA, SODIUM HYALURONATE, COCAMIDE MEA, LAURETH-4, ROSE EXTRACT, BUTYLENE GLYCOL, CI 77492, CI 77491, BETAINE, SODIUM PCA, SODIUM LACTATE, PCA, SERINE, ALANINE, GLYCINE, ETHYLHEXYLGLYCERIN, GLUTAMIC ACID, LYSINE HCL, THREONINE, ARGININE, CI 77499, PROLINE",https://www.watsons.com.my/chando-pink-diamond-amino-acid-cleansing-gel-150g/p/BP_1025335
LA ROCHE POSAY,Cicaplast Gel Lavant B5+ 200ml,cleanser,Not specified,"cleansing, moisturizing, repairing",No,No,,"AQUA / WATER / EAU , SUCROSE , GLYCERIN , SODIUM LAURETH SULFATE , PANTHENOL , COCO-BETAINE , SODIUM CHLORIDE , PEG-200 GLYCERYL STEARATE , COPPER GLUCONATE , MANGANESE GLUCONATE , SODIUM HYDROXIDE , TRISODIUM ETHYLENEDIAMINE DISUCCINATE , ZINC GLUCONATE , CITRIC ACID , ISOPROPYL MYRISTATE , COCAMIDE MEA , PEG-55 PROPYLENE GLYCOL OLEATE , PEG-7 GLYCERYL COCOATE , PENTYLENE GLYCOL , POLYSORBATE 20 , PROPYLENE GLYCOL , SODIM BENZOATE.",https://www.watsons.com.my/la-roche-posay-cicaplast-gel-lavant-b5-200ml/p/BP_1018493
SAFI,Youth Gold 8X Ceramide Repair Balancing Cleanser 100G,cleanser,"face, eye","cleansing, moisturizing, anti-aging, acne treatment, protecting, repairing, firming",No,No,,"Water,Glycerin,Butylene Glycol,Cocamidopropyl Betaine,Sodium Myristoyl Glutamate,Glycol Distearate,Sodium Cocoyl Glycinate,Citric Acid,Cocamide Methyl MEA,Acrylates Copolymer,Sodium Chloride,PEG-14M,Sodium Lauroyl Lactate,Ceteareth-25,Lactobacillus Ferment,Panicum Miliaceum (Millet) Seed Extract,Ceramide NP,Cetanol,Cholesterol,Ceramide AP,Phytosphingosine,Xanthan Gum,Alpha-Glucan Oligosaccharide,Carbomer,Behenic Acid,Ceramide NS,Polymnia Sonchifolia Root Juice,Maltodextrin,Ceramide EOS,Ceramide EOP,Sorbitol,Propanediol,Caprooyl Phytosphingosine,Caprooyl Sphingosine,Lactobacillus,1,2-Hexanediol,Caprylyl Glycol,Acetyl Heptapeptide-9,Colloidal Gold,Ascorbic Acid,Glutathione,Phenoxyethanol,Chlorphenesin,Ethylhexylglycerin,Potassium Sorbate,Sodium Benzoate.",https://www.watsons.com.my/safi-youth-gold-8x-ceramide-repair-balancing-cleanser-100g/p/BP_1012813
MANYO FACTORY,Pure & Deep Cleansing Foam 100ml,cleanser,face,"cleansing, moisturizing, protecting, repairing",No,No,,"Water, Glycerin, Myristic Acid, Stearic Acid, Lauric Acid, Potassium Hydroxide, Butylene Glycol, Glycol Distearate, Potassium Cocoyl Glycolate, Glyceryl Stearate S, Coco-betaine, Ceramide N.p., Milk Protein Extract, Giant Cypress Leaf Extract, Elm Root Extract, Perilla Root Extract, Yeoju Fruit Extract, Okra Fruit Extract, Noni Fruit Extract, Chrysanthemum Flower Extract, Port Marie Gold Flower Extract, Evening Primrose Extract, Lavender Flower Extract, Rosemary Leaf Extract, Oregano Extract, Time Flower/leaf/stem Extract, oo35mm, Common Jasmine Extract, Sodium Hyaluronate, Trumpet Narcissus Extract, Caprylyl Glycol, Lotus Water, Pentylene Glycol, Chamomile Flower Extract, Polyquaternium-10, Polyquaternium-7, Star Anise Extract, Golden Extract, Sodium Bicarbonate, Sorbitan Oleate, Beads Wax, 1,2-hexanediol, Dipropylene Glycol, Ethylhexylglycerin, Sunflower Seed Oil, Sodium Chloride, Common Jasmine Oil, Ylang-ylang Flower Oil, Sodium Benzoate, Tocopherol.",https://www.watsons.com.my/manyo-factory-pure-deep-cleansing-foam-100ml/p/BP_36459
SENKA,Perfect Whip Vit C Poreless Glow 100g,cleanser,"face, eye","cleansing, nourishing, brightening, acne treatment, repairing, firming",No,No,,"Water (Aqua) Glycerin, Stearic Acid, Myristic Acid, Potassium Hydroxide, Propylene Glycol Laurate, Lauric Acid, Peg-8, Cocamidopropyl Betaine, Sodium Methyl Cocoyltaurate, Glycheryl Stearate Se, Polyquaterinium-7, Peg-90M, Peg/Ppg-14/7 Dimethyl Ether, Magnesium Ascorbyl Phosphate, Citrus Junos Fruit Extract, Sodium Acetylated Hyaluronate, Sodium Acetylated Sericin, Disodium Edta, Salicylic Acid, Sodium Metabisulfite, Butylene Glycol, Silica, Bht, Citric Acid, Fragrance (Parfum), Red 33 (Ci17200), Yellow 10 (Ci47005), Z107149-710",https://www.watsons.com.my/senka-perfect-whip-vit-c-poreless-glow-100g/p/BP_22435
Y.O.U,Y.O.U Radiance Glow Purifying Facial Foam,cleanser,face,"cleansing, moisturizing, brightening, repairing, firming",No,No,,"INGREDIENTS:
Water, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Sodium Lauryl Sulfate, Potassium Laureth Phosphate, Decyl Glucoside, Glycol Distearate, Sodium Chloride, Phenoxyethanol, Cocamide MEA, Sodium Benzoate, Distearyl Phthalic Acid Amide, Sekken Soji-K, PEG- 40 Hydrogenated Castor Oil, Acrylates Copolymer, PEG-7 Glyceryl Cocoate, PEG-120 Methyl Glucose Dioleate, Niacinamide, Caprylic/Capric Triglyceride, Glycol Stearate, Citric Acid, Sodium Hydroxide, Disodium EDTA, Sodium Cocoyl Glycinate, Citrus Tangerina (Tangerine) Peel Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Medica Limonum (Lemon) Peel Oil, Glycerin, Moringa Oleifera Seed Extract, Glycolic Acid, 1, 2-Hexanediol, Hydroxyacetophenone, Propylene Glycol, Butylene Glycol, Histidine, Serine, Cucumis Melo (Melon) Fruit Extract, Threonine, Asparagine, Magnesium Ascorbyl Phosphate, Ascorbyl Tetraisopalmitate, Glycine Soja (Soybean) Seed Extract, 3-O-Ethyl Ascorbic Acid, Corallina Officinalis Extract, Bisabolol, Pentylene Glycol, 4-T-Butylcyclohexanol, Gentiana Scabra Root Extract, Prunus Yedoensis Leaf Extract.",https://www.watsons.com.my/y.o.u-y.o.u-radiance-glow-purifying-facial-foam/p/BP_20760
GARNIER,Bright Complete Vitamin C Foam 50ml,cleanser,face,"cleansing, brightening, repairing, whitening",No,No,,"Aqua / Water, Glycerin, Myristic Acid, Palmitic Acid, Stearic Acid, Potassium Hydroxide, Lauric Acid, Glyceryl Distearate, Glyceryl Stearate, Kaolin, PEG-14M, Linalool, Parfum / Fragrance, Salicylic Acid, Phenoxyethanol, Limonene, Tetrasodium EDTA, Citrus Limon Fruit Extract / Lemon Fruit Extract, Benzyl Salicylate, Benzyl Alcohol",https://www.watsons.com.my/garnier-bright-complete-vitamin-c-foam-50ml/p/BP_65023
BIO-ESSENCE,Bio-HA Super HA13 Cleanser 100g,cleanser,"face, eye","cleansing, moisturizing, rejuvenating, soothing, repairing",No,No,,"WATER, GLYCERIN, BUTYLENE GLYCOL, COCAMIDOPROPYL BETAINE, SODIUM MYRISTOYL GLUTAMATE, GLYCOL DISTEARATE, SODIUM COCOYL GLYCINATE COCAMIDE METHYL MEA, ACRYLATES COPOLYMER, CITRIC ACID. SODIUM CHLORIDE, PEG 14 M NIACINAMIDE, EUGLENA GRACILIS EXTRACT, 1,2- HEXANEDIOL XANTHAN GUM, SODIUM HYALURONATE, HYALURONIC ACID, CAPRYLYL GLYCOL, GLUCOSE, TOCOPHEROL, CHONDRUS CRISPS EXTRACT, HYDROLYZED HYALURONIC ACID, HYDROLYZED SODIUM HYALURONATE, HYDROXYPROPYLTRIMONIUM HYALLARONATE, POTASSIUM HYALURONATE, SODIUM ACETYLATED HYALURONATE, SODIUM HYALURONATE CROSSPOLYMER PHENOXYETHANOL CHLORPHENESIN, POTASSIUM SORBATE, SODIUM BENZOATE",https://www.watsons.com.my/bio-essence-bio-ha-super-ha13-cleanser-100g/p/BP_21559
HADA LABO PLUS,+ Plus for Sensitive Skin Hydra Creamy Wash 100g,cleanser,"face, eye","cleansing, moisturizing, nourishing, soothing, protecting, repairing",No,No,,"Water, Water/Sodium Lauroamphoacetate/Sodium Chloride,
Water/Sodium Methyl Cocoyl Taurate, Water/Cocamidopropyl Betaine/
Water/Sodium Chloride, Water/Sodium Cocoamphoacetate/Sodium Chloride,
Water/Styrene/Acrylates Copolymer, Water/Acrylates Copolymer,
Hydroxypropyl Starch Phosphate, Citric Acid, Glycerin, Phenoxyethanol,
Potassium Hydroxide, Chlorphenesin, Disodium EDTA, Water/Butylene
Glycol/Vaccinium Myrtillus Leaf Extract, Water/Butylene Glycol/Panax Ginseng
Root Extract, Water/Butylene Glycol, Houttuynia Cordata Extract, Hydrolyzed
Collagen, Dipotassium Glycyrrhizate, Sodium Hyaluronate, Tranexamic Acid,
Water/Butylene Glycol/Ginkgo Biloba Leaf Extract, Alphaglucan
Oligosaccharide",https://www.watsons.com.my/hada-labo-plus-plus-for-sensitive-skin-hydra-creamy-wash-100g/p/BP_28645
EMINA,Glo Rad+ Hassle Free Cleanser Amino 100ml,cleanser,"face, eye","cleansing, protecting, repairing",No,No,,"Aqua, PEG-7 Glyceryl Cocoate, Glycerin, Propanediol, Hydroxyethyl Acrylate Sodium Acryloyldimethyl Taurate Copolymer, Dipropylene Glycol, 1,2-Hexanediol, Niacinamide, C13-15 Alkane, Beta-Glucan, Saccharide Isomerate, Ferulic Acid, Panthenol, Phytosteryl/Octyldodecyl Lauroyl Glutamate, Sodium PCA, PCA, Glutamic Acid, Arginine, Glycine, Alanine, Serine, Lysine HCL, Threonine, Proline, Gluconolactone, Glycyrrhiza Glabra (Licorice) Root Extract, Allantoin, Tocopheryl Acetate, Betaine, Sodium Lactate, Lecithin, Phenoxyethanol, Butylene Glycol, Ethylhexylglycerin, Hydroxyethylcellulose, Laurdimonium Hydroxypropyl Hydrolyzed Soy Protein, PEG-35 Castor Oil, Trideceth-9, PEG-40 Hydrogenated Castor Oil, Chlorphenesin, Disodium EDTA, Polysorbate 20, Caprylhydroxamic Acid, Pentylene Glycol, Sodium Hydroxide, Caprylyl Glycol, Citric Acid, Sodium Citrate, Propylene Glycol, CI 17200.",https://www.watsons.com.my/emina-glo-rad-hassle-free-cleanser-amino-100ml/p/BP_1012690
OXY,Deep Cleansing Facial Wash 100g,cleanser,face,"cleansing, moisturizing, acne treatment, repairing",No,No,,OXY DEEP CLEANSING WASH 100G,https://www.watsons.com.my/oxy-deep-cleansing-facial-wash-100g/p/BP_14996
Y.O.U,Hy! Amino Exfoliating Gel 100g,cleanser,"face, body, feet","cleansing, moisturizing, exfoliating, soothing, repairing",No,No,,"Water, Carbomer, Laurtrimonium Chloride, Lactic Acid, Phenoxyethanol, PEG-40 Hydrogenated Castor Oil, Hydroxyacetophenone, Fragrance, Gold, Niacinamide, Copper Powder, Silver, Butylene Glycol, Simmondsia Chinensis (Jojoba) Seed Oil, Zinc PCA, Gluconolactone, Glycolic Acid, Glycerin, Portulaca Oleracea Extract, Hydrogenated Lecithin, Cocamidopropyl Dimethylamine, Salicylic Acid, Centella Asiatica Extract, Ceramide NP, Pentylene Glycol, Gentiana Scabra Root Extract, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Camellia Sinensis Leaf Extract, Glycyrrhiza Glabra (Licorice) Root Extract, 1,2-Hexanediol, Rosmarinus Officinalis (Rosemary) Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Glycine, Ethylhexylglycerin, Serine, Glutamic Acid, Ceramide AS, Ceramide NS, Aspartic Acid, Leucine, Alanine, Lysine, Arginine, Tyrosine, Phenylalanine, Threonine, Proline, Valine, Isoleucine, Histidine, Ceramide AP, Ceramide EOP.",https://www.watsons.com.my/y.o.u-hy-amino-exfoliating-gel-100g/p/BP_1017846
PIXY,Glowssentials Soft & Bright Whip Foam 60g,cleanser,"face, lips, eye","cleansing, brightening, repairing",No,No,,"Water, Glycerin, Myristic Acid, Palmatic Acid, Stearic Acid, Potassium Hydroxide, Lauric Acid, Peg -8, Sorbitol, Glyceryl Stearate, Niacinamide, Potassium Cocoyl Glycinate, Fragrance, Butylene Glycol, Potassium Cocoate, Polyquaternium-7, Panthenol, Tetrasodium Edta, Morus Alba Leaf Extract, Sodium Benzoate",https://www.watsons.com.my/pixy-glowssentials-soft-bright-whip-foam-60g/p/BP_32361
CLINELLE,Pure Swiss Hydra Calm Cleansing Gel 100ml,cleanser,face,"cleansing, moisturizing, soothing, repairing",No,No,,CLINELLE HYDCLM CLN GEL 100ML,https://www.watsons.com.my/clinelle-pure-swiss-hydra-calm-cleansing-gel-100ml/p/BP_67913
GLAD2GLOW,Tremella Vita B5 Sensitive Calming Gel Cleanser 70ml,cleanser,"face, arms, eye","cleansing, moisturizing, brightening, soothing, protecting, repairing",No,No,,"AQUA, GLYCERIN, ACRYLATES COPOLYMER, SODIUM COCOYL ALANINATE, PANTHENOL, CENTELLA ASIATICA LEAF EXTRACT, HYDROXYACETOPHENONE, 1,2-HEXANEDIOL, POTASSIUM HYDROXIDE, ALLANTOIN, TREMELLA FUCIFORMIS SPOROCARP EXTRACT, SODIUM HYALURONATE, CETYL ALCOHOL, MALTOOLIGOSYL GLUCOSIDE, CITRUS PARADISI PEEL OIL, CITRUS AURANTIUM BERGAMIA  FRUIT OIL, STYRENE/ACRYLATES COPOLYMER",https://www.watsons.com.my/glad2glow-tremella-vita-b5-sensitive-calming-gel-cleanser-70ml/p/BP_1019404
SEBAMED,FACIAL CLEANSER FOR DRY SKIN 150ML,cleanser,face,"cleansing, moisturizing, exfoliating, soothing, repairing",No,No,,"Aqua, Disodium Laureth Sulfosuccinate, Laureth-6 Carboxylic Acid, Methyl Glucose Dioleate, Decyl Glucoside, Hydrolyzed Silk, Lactic Acid, Magnesium Sulfate",https://www.watsons.com.my/sebamed-facial-cleanser-for-dry-skin-150ml/p/BP_64925
DR. DERMIS,Clarifant Gel Cleanser 150ml,cleanser,face,"cleansing, moisturizing, acne treatment, soothing, repairing",No,No,Singapore,"Water, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Sodium Methyl Cocyl Taurate, Glycerin, PEG-90 Glyceryl Isostearate, Laureth-2, PEG-7 Glyceryl Cocoate, Cocamide Methyl MEA, C12-15 Pareth-12, Propanediol, Hydroxyacetophenone, Ceramide 3, Ethyl Linoleate, Lecithin, Glycine Soja Oil, Tocopherol, Ophiopogon Japonicus Root Extract, Candida Bombicola/Glucose/Methyl Rapeseedate Ferment, Glycyrrhiza Glabra (Licorice) Root Extract, Hamamelis Virginiana (Witch Hazel) Bark/Leaf/Twig Extract, Epilobium Angustifolium Flower/Leaf/Steam Extract, Biosaccharide Gum-4, o-Cymen-5-ol, Citric Acid, Disodium EDTA, Ethylhexylglycerin, Phenoxyethanol, CI 42090",https://www.watsons.com.my/dr.-dermis-clarifant-gel-cleanser-150ml/p/BP_11780
UNLABEL LAB,Vitamin C Cleansing Balm 90g,cleanser,"face, eye","cleansing, moisturizing, rejuvenating, repairing",No,No,,"Caprylic/Capric Triglyceride, Ethylhexyl Palmitate, PEG-20 Glyceryl Triisostearate, Dicaprylyl Carbonate, Synthetic Wax, Pentylene Glycol, Fragrance, Glycine Soja (Soybean) Oil, Argania Spinosa Kernel Oil, Ascorbyl Tetraisopalmitate, Daucus Carota Sativa (Carrot) Root Extract, Tocopherol.",https://www.watsons.com.my/unlabel-lab-vitamin-c-cleansing-balm-90g/p/BP_1005046
MENTHOLATUM ACNES,Creamy Face Wash 100 gram,cleanser,"face, eye","cleansing, moisturizing, rejuvenating, brightening, acne treatment, soothing, protecting, repairing, whitening",No,No,,"Water, Sodium Cocoyl Glycinate, Sodium Lauroyl Isethionate, Cocamidopropyl Betaine, Glycerin, Cocamide DEA, Acrylates Copolymer, Sodium Methyl Cocoyl Taurate, Glycol Distearate, Sodium Chloride, Phenoxyethanol, Fragrance, Methylparaben, Citric Acid, Polyquaternium-7, Sodium Polyphosphate, Disodium EDTA, Ethylhexyglycerin, Sodum Erythorbate, CI 77288, Sodium Benzoate, CI 77492, Centella Asiatica Leaf Extract, Tocopheryl Acetate, o-Cymen-5-Ol, Magnesium Ascorbyl Phosphate, Butyl Avocadate, Salicylic Acid, Asiaticoside, Madecassic Acid, Asiatic Acid, Amylopectin, Dextrin, Xanthan Gum, Alcohol.",https://www.watsons.com.my/mentholatum-acnes-creamy-face-wash-100-gram/p/BP_45378
DR. DERMIS,Hydraceutic Amino-30 Vitamin B12 Cleanser 130ml,cleanser,"face, lips, eye","cleansing, moisturizing, protecting, repairing",No,No,,"WATER, GLYCERIN, SODIUM COCOYL ALANINATE, SODIUM MYRISTOYL GLUTAMATE. COCAMIDOPROPYL PG-DIMONIUM CHLORIDE PHOSPHATE, HYDROXYPROPYL METHYLCELLULOSE, COCAMIDOPROPYL BETAINE, POLYSORBATE 20, POLYQUATERNIUM-39, LAVANDULA DISOCIUM EOTA, MALTODEXTRIN, PEG-7 GLYCERYL COCOATE. OPHIOPOGON JAPONIUS ROOT EXTRACT, SOOM CITRATE, CITRIC ACID. CERAMIDE 3 ETHYL LINOLEATE, ETHYLHEXYLGLYCERIN, CYANOCOBALAMIN, GLYCINE SOJA OIL. LECITHIN, TOCOPHEROL, PHENOXVETHANOL. CHLORPHENESIN",https://www.watsons.com.my/dr.-dermis-hydraceutic-amino-30-vitamin-b12-cleanser-130ml/p/BP_1009805
SAFI,Naturals Micellar Water Neem & Cucumber 200ML,cleanser,Not specified,"cleansing, moisturizing, acne treatment, soothing, protecting, repairing, firming",No,No,,"Water, Propanediol, PEG-6 Caprylic/Capric Glycerides, PEG-7 Glyceryl Cocoate,
Olive Oil PEG-7 Esters, Betaine, Sodium PCA, Glycerin, Disodium EDTA, Sodium Citrate,
Xanthan Gum, Sodium Hyaluronate, Melia Azadirachta (Neem) Leaf Extract, Citric Acid,
Butylene Glycol, Cucumis Sativus (Cucumber) Fruit Extract, Fragrance, Phenoxyethanol,
Chlorphenesin.",https://www.watsons.com.my/safi-naturals-micellar-water-neem-cucumber-200ml/p/BP_97513
WARDAH,Seaweed Cleansing Micellar Water 100ml,cleanser,"face, eye","cleansing, moisturizing, brightening, acne treatment, repairing",No,No,,"Aqua, PEG-6 Caprylic/Capric Glycerides, Propanediol, PEG-7 Olive Glycerides, Propylene Glycol, Phenoxyethanol, Panthenol, Allantoin, Cetrimonium Bromide, Cucumis Sativus (Fruit) Extract, Disodium EDTA, Ethylhexylglycerin, Biosaccharide Gum-2, Ulva Lactuca Extract, Glycerin, Potassium Sorbate",https://www.watsons.com.my/wardah-seaweed-cleansing-micellar-water-100ml/p/BP_55497
AIKEN,Niacinamide Bright Light Foam Cleanser 95g,cleanser,"face, neck","cleansing, moisturizing, brightening, acne treatment, soothing, repairing",No,No,Switzerland,"Water, Palmitic Acid, Myristic Acid, Glycerin, Potassium Hydroxide, Stearic Acid, Propylene Glycol, Lauric Acid, PEG-150 Distearate, Cetanol, Octadecyl Di-t-butyl-4-hydroxyhydrocinnamate, Tetrasodium EDTA, Niacinamide, Ascorbyl Glucoside, Salicylic Acid, PEG-40 Hydrogenated Castor Oil, Polysorbate 20, Dextrin, Polydextrose, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Amylopectin, Fragrance, Methylparaben, Propylparaben.",https://www.watsons.com.my/aiken-niacinamide-bright-light-foam-cleanser-95g/p/BP_1026311
HADA LABO,AHA+BHA Face Foam Wash 160ML,cleanser,face,"cleansing, moisturizing, exfoliating, rejuvenating, acne treatment, soothing, protecting, repairing",No,No,,"Water, Butylene Glycol, Sodium Lactate, Tea-Cocoyl Alaninate, Sodium Cocoamphoacetate, Polyglyceryl-10
Laurate, Glycerin, Disodium Cocoyl Glutamate, Glycolic Acid, Salicylic Acid, Sodium Cococyl Glutamate, Methylparaben.",https://www.watsons.com.my/hada-labo-aha-bha-face-foam-wash-160ml/p/BP_88291
COSMODERM,Hyaluronic Acid Hydrating Gentle Cleanser 50ml,cleanser,face,"cleansing, moisturizing, rejuvenating, brightening, protecting, repairing",No,No,,"Aqua, Sodium C14-16 Olefin Sulfonate, Sodium Cocoamphoacetate, Propylene Glycol, Cocoamidopropyl Betaine, Salicylic Acid, Panthenol, Sodium Hyaluronate, Sodium PCA, Betaine, Sodium Lactate, PCA, Serine, Alanine, Glycine, Glutamic Acid, Lysine HCL,Threonine, Arginine, Proline, Glycerin, Acrylates/Beheneth-25 Methacrylate copolymer, Sodium Chloride, Lactic Acid, Lauramine Oxide, Sodium Carbonate, Polysorbate 20 and Imidazolidinyl Urea.",https://www.watsons.com.my/cosmoderm-hyaluronic-acid-hydrating-gentle-cleanser-50ml/p/BP_1018434
CLINELLE,PureSWISS HydraCalm Cleansing Gel 100ml x 2's,cleanser,face,"cleansing, moisturizing, soothing, repairing",No,No,,CLINELLE HYDCLM CLN GEL 100 TP,https://www.watsons.com.my/clinelle-pureswiss-hydracalm-cleansing-gel-100ml-x-2-s/p/BP_87970
GARDEN OF EDEN,Rosa T Mild Cleanser,cleanser,face,"cleansing, moisturizing, acne treatment, soothing, repairing",No,No,Malaysia,"Aqua, Hamamelia Virginiana Flower Water (Witch Hazel), Acrylates Copolymer, Sodium Lauroyl Sarcosinate, Sodium Cocoyl Glutamate, Tetrasodium EDTA, Fragrance, Aloe Barbadensis Leaf Juice, Methylchloroisothiazolinone, Methylisothiazolinone",https://www.watsons.com.my/garden-of-eden-rosa-t-mild-cleanser/p/BP_72339
NUTOX,Youth Restoring Treatment Lotion 150ml (Dry To Sensitive Skin),cleanser,eye,"cleansing, moisturizing, soothing, protecting, repairing, firming",No,No,FRANCE,"Water (Aqua), Pentylene Glycol, Glycerin, Butylene Glycol, Saccharide Isomerate, Disodium EDTA, Sodium Hyaluronate, Magnesium Carboxymethyl Beta-Glucan, Citric Acid, Sodium Citrate, Tropaeolum Majus Flower/Leaf/Stem Extract, Swiftlet Nest Extract, Undaria Pinnatifida Extract, Glycine Soja Extract, Laminaria Digitata Extract, Phenoxyethanol, Ethylhexylglycerin, Lecithin, Xanthan Gum, Caprylyl Glycol, Diatomaceous Earth, Glyceryl Caprylate, Phenylpropanol.",https://www.watsons.com.my/nutox-youth-restoring-treatment-lotion-150ml-dry-to-sensitive-skin/p/BP_30153
BIO-ESSENCE,BE Bio-Water Nano Ceramide Cleanser 80g,cleanser,"face, eye","cleansing, moisturizing, brightening, soothing, protecting, repairing",No,No,,"GLYCERIN, SODIUM COCOYL GLYCINATE, COCAMIDOPROPYL BETAINE, WATER, DECYL GLUCOSIDE, NIACINAMIDE, PANTHENOL, EUGLENA GRACILIS EXTRACT, CERAMIDE EOP, CERAMIDE EOS, CERAMIDE NS, CERAMIDE AP, CERAMIDE 1, CERAMIDE NP, CERAMIDE 6 II, CERAMIDE 3, CHOLESTEROL, HYDROGENATED LECITHIN, SODIUM LAUROYL LACTYLATE, CETEARETH-25, CETYL ALCOHOL, PHYTOSPHINGOSINE, BEHENIC ACID, TOCOPHEROL, CAPROOYL PHYTOSPHINGOSINE, CARBOMER, CAPROOYL SPHINGOSINE, XANTHAN GUM, CITRIC ACID, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, CHLORPHENESIN",https://www.watsons.com.my/bio-essence-be-bio-water-nano-ceramide-cleanser-80g/p/BP_1014024
